date,FX_USD_CAD,FX_USD_MXN,FX_USD_BRL,REER_USA,REER_CAN,REER_MEX,REER_BRA,FEDFUNDS,CPI_USA,UNRATE_USA,INDPRO_USA,GDP_USA,RATE_CAN,RATE_MEX_3M,RATE_BRA,CPI_CAN,CPI_MEX,CPI_BRA,GDP_CAN,GDP_MEX,GDP_BRA,INDPRO_CAN,INDPRO_MEX,INDPRO_BRA,WTI_oil,Soybean,Iron_ore,exports_total,exports_commodities,exports_manufactured_goods,exports_high-tech,imports_total,imports_commodities,imports_manufactured_goods,imports_high-tech,dummy_gfc,dummy_covid,log_exports_total,log_exports_commodities,log_exports_manufactured_goods,log_exports_high-tech,log_imports_total,log_imports_commodities,log_imports_manufactured_goods,log_imports_high-tech,diff_log_exports_total,diff_log_exports_commodities,diff_log_exports_manufactured_goods,diff_log_exports_high-tech,diff_log_imports_total,diff_log_imports_commodities,diff_log_imports_manufactured_goods,diff_log_imports_high-tech,FX_USD_CAD_lag1,FX_USD_CAD_lag3,FX_USD_CAD_lag6,FX_USD_CAD_lag12,FX_USD_MXN_lag1,FX_USD_MXN_lag3,FX_USD_MXN_lag6,FX_USD_MXN_lag12,FX_USD_BRL_lag1,FX_USD_BRL_lag3,FX_USD_BRL_lag6,FX_USD_BRL_lag12,REER_USA_lag1,REER_USA_lag3,REER_USA_lag6,REER_USA_lag12,REER_CAN_lag1,REER_CAN_lag3,REER_CAN_lag6,REER_CAN_lag12,REER_MEX_lag1,REER_MEX_lag3,REER_MEX_lag6,REER_MEX_lag12,REER_BRA_lag1,REER_BRA_lag3,REER_BRA_lag6,REER_BRA_lag12,FX_USD_CAD_ma3,FX_USD_CAD_ma6,FX_USD_CAD_ma12,FX_USD_MXN_ma3,FX_USD_MXN_ma6,FX_USD_MXN_ma12,FX_USD_BRL_ma3,FX_USD_BRL_ma6,FX_USD_BRL_ma12,FX_USD_CAD_pct,FX_USD_MXN_pct,FX_USD_BRL_pct,REER_USA_pct,month,quarter,year
2010-01-01,1.0438105263157895,12.809552631578947,1.7816526315789474,84.38,121.49,126.39,160.61,0.11,217.488,9.8,89.3426,16582.71,0.5,5.06,8.75,90.94022,82.77041,70.5368,411008000000.0,3393172675000.0,276993.7,86.09237,88.9004406954788,110.8045,78.32578947368421,358.9666102105263,125.9142857142857,11497396422.0,2138175124.7002826,4886278392.816319,4472942904.483398,16295806481.0,3658847809.7518473,5802582700.304452,6834375970.943702,0,0,23.16538644868372,21.483218557186454,22.30969678601722,22.221312397059766,23.51417364061631,22.02041412899243,22.481568948713488,22.64523100404338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0438105263157895,1.0438105263157895,1.0438105263157895,12.809552631578947,12.809552631578947,12.809552631578947,1.7816526315789474,1.7816526315789474,1.7816526315789474,,,,,1,1,2010
2010-02-01,1.0572105263157894,12.939599999999999,1.8420052631578947,85.16,120.9,126.29,157.74,0.13,217.281,9.8,89.6779,16582.71,0.5,5.03,8.75,91.33527,83.24914,71.0869,411008000000.0,3393172675000.0,276993.7,87.22543,88.3706287822,110.6553,76.38736842105263,344.6607406973684,127.615,11628624803.0,2162579715.9320846,4942049141.17267,4523995945.895246,16583462780.0,3723434402.675899,5905010859.730445,6955017517.593657,0,0,23.17673555091363,21.49456765941207,22.321045888245802,22.232661499288135,23.531671817741884,22.03791230611433,22.499067125837136,22.66272918116748,0.011349102229910812,0.011349102225615582,0.011349102228582097,0.011349102228368935,0.017498177125574443,0.017498177121897385,0.017498177123648873,0.017498177124100067,1.0438105263157895,,,,12.809552631578947,,,,1.7816526315789474,,,,84.38,,,,121.49,,,,126.39,,,,160.61,,,,1.0505105263157895,1.0505105263157895,1.0505105263157895,12.874576315789472,12.874576315789472,12.874576315789472,1.811828947368421,1.811828947368421,1.811828947368421,0.01283757891127646,0.010152373947896587,0.033874522176335464,0.009243896657975759,2,1,2010
2010-03-01,1.0229,12.56727391304348,1.7855391304347825,84.68,124.22,130.33,162.82,0.16,217.353,9.9,90.2928,16582.71,0.5,5.03,8.75,91.33527,83.84016,71.45649,411008000000.0,3393172675000.0,276993.7,88.34338,89.5319336711901,113.058,81.20347826086957,348.9493274673913,139.7695652173913,14062193078.0,2615151320.744127,5976291298.538181,5470750458.717692,20325785174.0,4563686654.728413,7237570571.193942,8524527948.077646,0,0,23.366755691179538,21.684587799612835,22.511066028491573,22.422681639530673,23.73515612263044,22.241396610964536,22.70255143070561,22.866213486040664,0.19002014026590786,0.1900201402007653,0.19002014024577107,0.1900201402425381,0.20348430488855485,0.20348430485020685,0.2034843048684749,0.20348430487318225,1.0572105263157894,,,,12.939599999999999,,,,1.8420052631578947,,,,85.16,,,,120.9,,,,126.29,,,,157.74,,,,1.0413070175438597,1.0413070175438597,1.0413070175438597,12.772142181540808,12.772142181540808,12.772142181540808,1.8030656750572083,1.8030656750572083,1.8030656750572083,-0.03245382585751977,-0.02877415738944944,-0.030654707590958674,-0.005636449037106472,3,1,2010
2010-04-01,1.005209090909091,12.239586363636363,1.7567818181818182,84.22,126.67,133.16,166.02,0.2,217.403,9.9,90.5991,16743.162,0.5,5.03,9.5,91.65131,83.57301,71.86391,413310000000.0,3467964000000.0,280519.4,88.16998,90.4846447100627,113.5125,84.29285714285714,357.63868,172.4681818181818,13138844428.0,2443435826.001522,5583877364.815063,5111531237.183415,18657484024.0,4189108077.362451,6643524771.547579,7824851175.08997,0,0,23.298838903137185,21.61667101159236,22.443149240455984,22.354764851496167,23.649513190745413,22.1557536790947,22.61690849882854,22.780570554161727,-0.06791678804235346,-0.06791678802047585,-0.06791678803558909,-0.06791678803450552,-0.08564293188502603,-0.08564293186983463,-0.0856429318770715,-0.08564293187893668,1.0229,1.0438105263157895,,,12.56727391304348,12.809552631578947,,,1.7855391304347825,1.7816526315789474,,,84.68,84.38,,,124.22,121.49,,,130.33,126.39,,,162.82,160.61,,,1.0284398724082935,1.0322825358851675,1.0322825358851675,12.582153425559946,12.639003227064697,12.639003227064697,1.7947754039248318,1.7914947108383608,1.7914947108383608,-0.017294856868617647,-0.026074672333433524,-0.016105674618266064,-0.005432215399149842,4,2,2010
2010-05-01,1.0402799999999999,12.726220000000001,1.814155,86.74,124.09,128.6,165.54,0.2,217.29,9.6,91.823,16743.162,0.5,5.04,9.5,91.88834,83.04642,72.17294,413310000000.0,3467964000000.0,280519.4,90.35541,90.0067065925664,113.2886,73.7435,349.0513711125,161.347619047619,13190927187.0,2453121676.2264013,5606012016.052538,5131793494.721061,19541847076.0,4387671420.613266,6958427243.684002,8195748411.702732,0,0,23.30279509597384,21.620627204427695,22.44710543329223,22.35872104433235,23.695824007087417,22.20206449542833,22.66321931516616,22.826881370500377,0.003956192836653827,0.00395619283533577,0.003956192836245265,0.003956192836181316,0.04631081634200385,0.0463108163336301,0.0463108163376198,0.046310816338650085,1.005209090909091,1.0572105263157894,,,12.239586363636363,12.939599999999999,,,1.7567818181818182,1.8420052631578947,,,84.22,85.16,,,126.67,120.9,,,133.16,126.29,,,166.02,157.74,,,1.0227963636363635,1.033882028708134,1.033882028708134,12.511026758893282,12.656446581651759,12.656446581651759,1.7854919828722002,1.7960267686706886,1.7960267686706886,0.03488916824179489,0.03975899363800561,0.032658114527596815,0.029921633816195614,5,2,2010
2010-06-01,1.0376227272727272,12.71020909090909,1.8042,87.37,124.75,129.24,167.52,0.18,217.199,9.4,91.9928,16743.162,0.75,5.01,10.25,91.80933,83.02041,72.17294,413310000000.0,3467964000000.0,280519.4,90.93634,89.8106063024854,112.7543,75.3359090909091,348.5139945,143.6318181818182,13746217975.0,2556389312.3326883,5842005042.607881,5347823620.059432,20159823700.0,4526423830.310604,7178475295.420249,8454924574.269148,0,0,23.344029566933163,21.661861675373615,22.48833990424741,22.399955515286866,23.72695753512126,22.233198023456758,22.69435284319717,22.858014898532048,0.0412344709593242,0.04123447094591981,0.041234470955181735,0.04123447095451738,0.031133528033844726,0.031133528028426838,0.03113352803100966,0.031133528031670465,1.0402799999999999,1.0229,,,12.726220000000001,12.56727391304348,,,1.814155,1.7855391304347825,,,86.74,84.68,,,124.09,124.22,,,128.6,130.33,,,165.54,162.82,,,1.0277039393939393,1.0345054784688994,1.0345054784688994,12.55867181818182,12.665406999861313,12.665406999861313,1.791712272727273,1.7973889738922404,1.7973889738922404,-0.002554382211782058,-0.0012581040631790552,-0.005487403226295373,0.007263085081854026,6,2,2010
2010-07-01,1.0422285714285715,12.803761904761906,1.7689000000000001,85.85,123.66,127.31,168.02,0.18,217.605,9.4,92.3421,16872.266,1.0,5.01,10.75,92.28338,83.20067,72.18014000000001,416343000000.0,3516953887500.0,282976.4,90.96571,89.7199622399515,112.0623,76.31952380952382,370.97576825,126.3636363636364,13108538464.0,2437799814.510184,5570997633.471425,5099741016.018392,18628210140.0,4182535301.3245664,6633100977.3605795,7812573861.314855,0,0,23.296529646051248,21.614361754507193,22.440839983370285,22.352455594410507,23.647942942924107,22.15418343127369,22.615338251007387,22.77900030634054,-0.0474999208819149,-0.04749992086642152,-0.047499920877125845,-0.04749992087635846,-0.07901459219715434,-0.07901459218306783,-0.07901459218978246,-0.07901459219150908,1.0376227272727272,1.005209090909091,1.0438105263157895,,12.71020909090909,12.239586363636363,12.809552631578947,,1.8042,1.7567818181818182,1.7816526315789474,,87.37,84.22,84.38,,124.75,126.67,121.49,,129.24,133.16,126.39,,167.52,166.02,160.61,,1.0400437662337663,1.0342418193210297,1.0356087774631384,12.746730331890333,12.66444187872514,12.685171986275682,1.7957516666666666,1.7952635352957493,1.7933191204790633,0.004438842784361796,0.007360446487047145,-0.019565458374902978,-0.01739727595284435,7,3,2010
2010-08-01,1.0403954545454546,12.766013636363637,1.7588954545454547,84.97,123.14,127.36,167.2,0.19,217.923,9.5,92.6805,16872.266,1.0,4.99,10.75,92.20437,83.43176,72.20891,416343000000.0,3516953887500.0,282976.4,90.98967,90.4145039936269,111.7531,76.59909090909092,379.4622109090909,145.3409090909091,14227708057.0,2645932203.4651847,6046633507.842856,5535142345.691959,20457136590.0,4593178588.208339,7284341957.134905,8579616044.656757,0,0,23.378457171986007,21.696289280415684,22.522767509296926,22.434383120335845,23.74159763611173,22.247838124444737,22.70899294418633,22.87265499952152,0.08192752593475916,0.0819275259084904,0.08192752592664121,0.08192752592533736,0.09365469318762365,0.09365469317104669,0.09365469317894437,0.09365469318098008,1.0422285714285715,1.0402799999999999,1.0572105263157894,,12.803761904761906,12.726220000000001,12.939599999999999,,1.7689000000000001,1.814155,1.8420052631578947,,85.85,86.74,85.16,,123.66,124.09,120.9,,127.31,128.6,126.29,,168.02,165.54,157.74,,1.0400822510822512,1.0314393073593073,1.036207112098428,12.759994877344878,12.63551081811908,12.695277192536677,1.7773318181818183,1.781411900527009,1.7890161622373622,-0.0017588434373894124,-0.002948216991150887,-0.00565580047178782,-0.010250436808386665,8,3,2010
2010-09-01,1.032957142857143,12.797709523809523,1.717990476190476,83.95,123.31,126.65,169.92,0.19,218.275,9.5,92.9537,16872.266,1.25,4.98,10.75,92.36239,83.86910999999999,72.53372,416343000000.0,3516953887500.0,282976.4,90.5539,90.0056063499589,112.0336,75.24190476190476,390.23121675,140.6272727272727,14008040396.0,2605080526.162612,5953276950.745202,5449682919.092186,19956033546.0,4480667447.5577,7105910048.4365225,8369456050.005779,0,0,23.36289731577789,21.68072942421239,22.507207653090298,22.418823264129454,23.716797367992097,22.22303785632934,22.684192676068918,22.847854731403583,-0.015559856208117395,-0.01555985620329281,-0.015559856206628808,-0.015559856206390776,-0.024800268119633984,-0.024800268115395596,-0.024800268117413538,-0.024800268117935786,1.0403954545454546,1.0376227272727272,1.0229,,12.766013636363637,12.71020909090909,12.56727391304348,,1.7588954545454547,1.8042,1.7855391304347825,,84.97,87.37,84.68,,123.14,124.75,124.22,,127.36,129.24,130.33,,167.2,167.52,162.82,,1.0385270562770563,1.0331154978354977,1.0358460044049518,12.789161688311689,12.673916753246752,12.706658562678106,1.7485953102453102,1.7701537914862915,1.7811244193432638,-0.00714950421574212,0.0024828335883648744,-0.023256060074104634,-0.012004236789455058,9,3,2010
2010-10-01,1.0179,12.439295,1.68373,81.26,123.83,129.17,170.16,0.19,219.035,9.4,92.6903,16960.864,1.25,4.95,10.75,92.75744,84.38685,73.0778,425387000000.0,3591119385000.0,287037.1,91.3165,89.872313637397,111.7241,81.89285714285714,427.17613225,148.4809523809524,15352822331.0,2855170126.9753094,6524795812.134274,5972856391.890417,21288257038.0,4779787531.702503,7580285894.555677,8928183611.74182,0,0,23.45456515935534,21.77239726776247,22.59887549665929,22.51049110769709,23.78142144491005,22.28766193323646,22.7488167529812,22.912478808317193,0.09166784357745072,0.09166784355008062,0.09166784356899171,0.09166784356763458,0.06462407691795136,0.06462407690711913,0.06462407691228123,0.06462407691360994,1.032957142857143,1.0422285714285715,1.005209090909091,,12.797709523809523,12.803761904761906,12.239586363636363,,1.717990476190476,1.7689000000000001,1.7567818181818182,,83.95,85.85,84.22,,123.31,123.66,126.67,,126.65,127.31,133.16,,169.92,168.02,166.02,,1.0304175324675324,1.0352306493506493,1.0340514039644566,12.667672720057718,12.707201525974027,12.679922206410295,1.7202053102453103,1.7579784884559884,1.7713849774089376,-0.01457673530916792,-0.028006146189106018,-0.019942180509898044,-0.032042882668254835,10,4,2010
